mfcc1,mfcc2,mfcc3,spectral_centroid,spectral_bandwidth,zero_crossing_rate,chroma_mean,rms,tempo,actor,file_name
-526.43665,40.063652,-3.6321182,2546.790531622747,1889.8732494301566,0.14199385683760685,0.49700484,0.010942972,[104.16666667],Actor_01,03-01-05-01-02-02-01.wav
-337.0416,21.240797,-18.541842,2538.1306748263414,1931.88996109684,0.16278312742248063,0.47162008,0.055188067,[125.],Actor_01,03-01-05-02-01-01-01.wav
-357.38007,13.467957,-16.699507,2662.802798733831,1885.7245716365367,0.22828752281021897,0.37413695,0.033564534,[117.1875],Actor_01,03-01-05-02-01-02-01.wav
-388.52905,22.830223,-14.101694,2776.353512686995,1880.8287000086077,0.26376953125,0.4658382,0.033051513,[170.45454545],Actor_01,03-01-05-02-02-01-01.wav
-288.75354,14.726858,-19.964087,2736.435582764043,1943.4962306172536,0.25260299572841727,0.40441847,0.094154,[144.23076923],Actor_01,03-01-05-02-02-02-01.wav
-585.3057,54.69252,1.2741958,2123.3938279349845,1935.9515312582034,0.08265115489130435,0.5007275,0.006137012,[144.23076923],Actor_01,03-01-06-01-01-01-01.wav
-597.1804,50.61168,-7.5009336,2261.0363436119405,1909.8089895243322,0.0900621916118421,0.4768037,0.0058503295,[133.92857143],Actor_01,03-01-06-01-01-02-01.wav
-610.67645,58.05156,8.025118,2052.601201414335,1928.7405955675831,0.08292643229166667,0.544837,0.0050321403,[104.16666667],Actor_01,03-01-06-01-02-01-01.wav
-612.3295,53.533394,-3.4116979,2381.311363105134,1879.4213571866208,0.09931472252155173,0.5248892,0.004625117,[110.29411765],Actor_01,03-01-06-01-02-02-01.wav
-423.6124,44.89806,-13.239919,2337.0812951785174,1883.5194183919004,0.18609424761146498,0.43544903,0.016860634,[187.5],Actor_01,03-01-06-02-01-01-01.wav
-396.46378,37.958374,-22.271801,2183.1977791967715,1857.3108243756199,0.16742539943609022,0.3866057,0.023254054,[104.16666667],Actor_01,03-01-06-02-01-02-01.wav
-358.736,33.83272,-17.99327,2332.610395483234,1891.7848141412471,0.1946015625,0.41678873,0.037136078,[133.92857143],Actor_01,03-01-06-02-02-01-01.wav
-414.99945,39.98568,-18.811037,2179.213280943426,1839.5717440360975,0.16911741162909835,0.40513268,0.025505442,[117.1875],Actor_01,03-01-06-02-02-02-01.wav
-627.0275,55.826786,-3.0519016,2091.6714985926715,1702.1351117280626,0.12839375645661158,0.4500666,0.002683227,[93.75],Actor_01,03-01-07-01-01-01-01.wav
-609.8482,48.630226,-1.8196951,2570.856441652479,1947.0726801102492,0.1252961705942623,0.50863504,0.0030909886,[89.28571429],Actor_01,03-01-07-01-01-02-01.wav
-647.28455,64.09895,1.3118755,2420.6157239701497,1799.2742301091682,0.10111824410860656,0.5153922,0.0028652353,[144.23076923],Actor_01,03-01-07-01-02-01-01.wav
-653.30237,47.98029,0.103386305,2629.927404213684,1846.666635505407,0.096630859375,0.52610207,0.002926587,[170.45454545],Actor_01,03-01-07-01-02-02-01.wav
-481.41324,40.359367,-11.314102,2373.7239679920444,1858.2440256411899,0.16289785879629629,0.44211155,0.011449098,[156.25],Actor_01,03-01-07-02-01-01-01.wav
-482.01035,28.902939,-9.04299,2566.267012506395,1856.3336772790226,0.15847565406976744,0.46356934,0.012623018,[125.],Actor_01,03-01-07-02-01-02-01.wav
-511.9086,42.530903,6.2762055,2421.5179153466192,1882.9403369203162,0.11924443282480315,0.47573787,0.011211921,[125.],Actor_01,03-01-07-02-02-01-01.wav
-495.64404,39.776936,-4.127295,2481.476733986842,1947.2482792961675,0.12096544251824817,0.5189,0.011343806,[170.45454545],Actor_01,03-01-07-02-02-02-01.wav
-653.60156,48.98984,-2.7118902,2547.505276116423,1878.2684814650527,0.05469206337616823,0.5782127,0.0032784888,[133.92857143],Actor_01,03-01-08-01-01-01-01.wav
-667.964,46.855015,-4.5024524,2459.4468267264674,1855.1631777611365,0.05107042627427184,0.56074744,0.0032313494,[156.25],Actor_01,03-01-08-01-01-02-01.wav
-652.89874,50.87319,-0.36347598,2551.844620551093,1911.913425191959,0.0765501829954955,0.5716473,0.0033944978,[98.68421053],Actor_01,03-01-08-01-02-01-01.wav
-650.32294,44.400097,-3.2808363,2335.0391547668723,1720.5293903339766,0.06086449484223301,0.51015365,0.0039756615,[125.],Actor_01,03-01-08-01-02-02-01.wav
-591.0694,45.544388,-6.4001465,1998.7176836184974,1610.8961065005963,0.06329119646990741,0.4769938,0.007379243,[144.23076923],Actor_01,03-01-08-02-01-01-01.wav
-543.72943,36.740692,-5.600888,2083.2529136737535,1640.8056147010232,0.07754080636160714,0.42690668,0.009710181,[104.16666667],Actor_01,03-01-08-02-01-02-01.wav
-588.73627,40.11412,-5.1419563,2414.6304566814224,1785.4981177636557,0.07966530539772727,0.519586,0.006994435,[110.29411765],Actor_01,03-01-08-02-02-01-01.wav
-569.6542,42.43891,-6.6409225,2284.468455806869,1857.5893567232927,0.06653898665048544,0.5386174,0.009591071,[93.75],Actor_01,03-01-08-02-02-02-01.wav
-635.504,46.859524,-9.30654,2086.4129411608324,1607.151259210468,0.09163411458333333,0.39024535,0.003757091,[144.23076923],Actor_02,03-01-01-01-01-01-02.wav
-636.2031,40.713516,-8.0669775,2114.2037023407684,1572.4981825840298,0.09749637029867257,0.41731092,0.0036751581,[208.33333333],Actor_02,03-01-01-01-01-02-02.wav
-610.5538,45.064766,-11.3071375,2262.906955512824,1723.4769524005942,0.10284941075211865,0.44522858,0.0054648975,[170.45454545],Actor_02,03-01-01-01-02-01-02.wav
-627.8946,40.567448,-10.115053,2297.6234860469267,1697.6337236764373,0.10682124585176991,0.42795697,0.0049163024,[170.45454545],Actor_02,03-01-01-01-02-02-02.wav
-647.9036,44.86247,-2.8231888,2464.1271278813592,1891.159660994193,0.09576009114583334,0.44699258,0.0033981001,[125.],Actor_02,03-01-02-01-01-01-02.wav
-644.3636,39.85176,-8.373958,1723.1334149967377,1417.9312128819558,0.08494543650793651,0.31695655,0.0034755617,[187.5],Actor_02,03-01-02-01-01-02-02.wav
-641.8881,39.87439,-7.3462787,1963.4928662530874,1494.0446660496623,0.1056884765625,0.34555873,0.003680553,[156.25],Actor_02,03-01-02-01-02-01-02.wav
-634.599,41.82233,-13.95946,2288.1900476158007,1657.814443508757,0.10883203125,0.4043432,0.0036326589,[110.29411765],Actor_02,03-01-02-01-02-02-02.wav
-630.18365,36.4898,-5.7063503,2502.9512634940975,1800.4893368536593,0.10852614182692308,0.45971188,0.0028178685,[98.68421053],Actor_02,03-01-02-02-01-01-02.wav
-641.75024,38.164257,-8.423399,2011.7272743244207,1542.459031294606,0.09456892839566929,0.3529231,0.0030887465,[125.],Actor_02,03-01-02-02-01-02-02.wav
-645.6788,35.38143,-8.102873,2343.100673398759,1644.9283908253283,0.12292953609496124,0.3700813,0.0034021884,[133.92857143],Actor_02,03-01-02-02-02-01-02.wav
-647.9278,41.851234,-6.3838544,1916.1189413781085,1475.7804551072259,0.1116233648255814,0.31739333,0.003303886,[133.92857143],Actor_02,03-01-02-02-02-02-02.wav
-575.308,34.255623,-20.208984,2553.762352478486,1884.705886797083,0.1331797912057522,0.48311785,0.007075068,[117.1875],Actor_02,03-01-03-01-01-01-02.wav
-590.0623,35.49552,-15.545159,2490.442362627542,1807.913327454213,0.10783017914870689,0.44186243,0.006294965,[133.92857143],Actor_02,03-01-03-01-01-02-02.wav
-588.3583,33.506294,-20.716036,2178.280455142852,1566.255740449624,0.11156812764830508,0.36427692,0.006889368,[170.45454545],Actor_02,03-01-03-01-02-01-02.wav
-575.9155,37.91544,-14.913014,2563.4524042874,1947.4988469854386,0.12158620459401709,0.48031938,0.006723316,[144.23076923],Actor_02,03-01-03-01-02-02-02.wav
-467.12836,21.286451,-28.818903,2136.868076116064,1597.6852419623394,0.11203529094827586,0.3741307,0.017063543,[125.],Actor_02,03-01-03-02-01-01-02.wav
-475.69626,25.706892,-31.119968,2250.782135185703,1678.656215581557,0.12123811141304348,0.397111,0.017463138,[125.],Actor_02,03-01-03-02-01-02-02.wav
-519.5791,28.894485,-23.717693,2459.990005759815,1856.0713979272873,0.15137981546336207,0.3962169,0.011875699,[110.29411765],Actor_02,03-01-03-02-02-01-02.wav
-525.0004,27.715374,-23.651556,2055.5406561121367,1560.7847116589144,0.12056915030991736,0.35407317,0.013206808,[170.45454545],Actor_02,03-01-03-02-02-02-02.wav
-661.0495,44.52538,-10.6103,1677.4041365668038,1387.5634255291443,0.09096272786458333,0.31903315,0.0029448539,[125.],Actor_02,03-01-04-01-01-01-02.wav
-654.9673,47.258602,-9.479392,1775.0378499940712,1418.3695881496396,0.0863181938559322,0.3401625,0.0032608486,[208.33333333],Actor_02,03-01-04-01-01-02-02.wav
-641.71045,36.92665,-6.089392,1943.402119950203,1496.3459618081513,0.08374232104700854,0.33814204,0.0033187626,[98.68421053],Actor_02,03-01-04-01-02-01-02.wav
-669.1295,38.32233,-6.3693957,1958.139302612068,1540.080476953729,0.08707130561440678,0.35088688,0.0030142008,[187.5],Actor_02,03-01-04-01-02-02-02.wav
-650.8868,40.80198,-9.270517,2031.8552677922091,1598.9632209717247,0.09899589342948718,0.38708422,0.0027674788,[117.1875],Actor_02,03-01-04-02-01-01-02.wav
-666.3354,47.73115,-5.5205183,2091.3473958202444,1553.886742211209,0.0965721001059322,0.36788648,0.0025258993,[170.45454545],Actor_02,03-01-04-02-01-02-02.wav
-643.56195,36.958782,-7.2578807,2016.5081601498562,1566.0199547950483,0.08405593345905173,0.37919274,0.0037297173,[187.5],Actor_02,03-01-04-02-02-01-02.wav
-651.8596,38.800713,-7.471867,1962.7588357814209,1464.6481613461915,0.11157014266304348,0.36925995,0.0031772798,[93.75],Actor_02,03-01-04-02-02-02-02.wav
-550.4887,37.2185,-10.385722,1973.225808890921,1526.4014111609345,0.10117612092391304,0.39245507,0.0071747834,[125.],Actor_02,03-01-05-01-01-01-02.wav
-518.1743,33.237217,-15.13356,2268.0218567372262,1775.4569479800261,0.1253609035326087,0.4440314,0.007675126,[125.],Actor_02,03-01-05-01-01-02-02.wav
-560.46924,39.393127,-9.817447,2222.0889379430105,1692.3891778001723,0.12051029528601695,0.4159461,0.00828962,[117.1875],Actor_02,03-01-05-01-02-01-02.wav
-551.4179,33.69722,-15.618181,2263.8405841916892,1659.0270913358165,0.13329257484243698,0.40310627,0.008112195,[125.],Actor_02,03-01-05-01-02-02-02.wav
-432.5826,21.374653,-22.478296,2123.333831870878,1537.9127393169015,0.14809330174180327,0.35490417,0.025318502,[110.29411765],Actor_02,03-01-05-02-01-01-02.wav
-456.59048,23.86852,-23.54307,2197.5788595308186,1579.4471863482256,0.1361762152777778,0.40012905,0.020013366,[125.],Actor_02,03-01-05-02-01-02-02.wav
-415.266,17.019833,-32.023663,2444.28104865568,1747.5326661662011,0.14964657738095238,0.42877394,0.04707473,[89.28571429],Actor_02,03-01-05-02-02-01-02.wav
-405.63995,14.440586,-31.124907,2344.310867617844,1647.9487365751336,0.14304315476190477,0.3836187,0.041563492,[170.45454545],Actor_02,03-01-05-02-02-02-02.wav
-553.4888,22.289068,-24.45363,2404.9077789151534,1687.8973550846695,0.1650390625,0.38697988,0.00759287,[144.23076923],Actor_02,03-01-06-01-01-01-02.wav
-555.03217,23.60102,-25.355446,2210.0599100274007,1609.676784270621,0.1487755408653846,0.35728404,0.008092699,[125.],Actor_02,03-01-06-01-01-02-02.wav
-556.76227,22.966057,-24.665188,2486.9417912097656,1695.268792713665,0.16534901494565218,0.40445358,0.008687064,[98.68421053],Actor_02,03-01-06-01-02-01-02.wav
-553.0392,19.581268,-29.209679,2692.997572672264,1813.8601978912377,0.1798377403846154,0.4092251,0.008871414,[98.68421053],Actor_02,03-01-06-01-02-02-02.wav
-506.35052,10.758813,-31.04682,2537.9430995418843,1709.8773676558442,0.17847705488445378,0.40137863,0.013949637,[144.23076923],Actor_02,03-01-06-02-01-01-02.wav
-484.59293,8.895423,-29.561283,2499.3210708980946,1669.8616328283329,0.17494174890350878,0.36629498,0.017608376,[110.29411765],Actor_02,03-01-06-02-01-02-02.wav
-484.2766,8.634192,-28.889881,2517.681151358757,1716.128528276722,0.1865839325221239,0.36640716,0.019131565,[104.16666667],Actor_02,03-01-06-02-02-01-02.wav
-474.0803,12.205199,-27.079119,2730.1987406859976,1863.0302692637047,0.1904383296460177,0.40789634,0.0161994,[110.29411765],Actor_02,03-01-06-02-02-02-02.wav
-617.67883,41.76342,-10.405924,1772.2176625948985,1389.0233528581684,0.10677224864130434,0.34821138,0.0033666608,[133.92857143],Actor_02,03-01-07-01-01-01-02.wav
-630.92914,47.32866,-10.745238,1911.9205707458077,1504.7108330576982,0.12298262746710527,0.39169994,0.003140299,[187.5],Actor_02,03-01-07-01-01-02-02.wav
-604.9433,44.36002,-9.905409,1798.4993726258306,1380.23824590757,0.11261137654958678,0.3386663,0.0047957636,[170.45454545],Actor_02,03-01-07-01-02-01-02.wav
-617.3458,40.92092,-14.1963005,2051.596448914382,1557.9211032864657,0.10799153645833333,0.3934981,0.0046572527,[187.5],Actor_02,03-01-07-01-02-02-02.wav
-560.8809,34.123947,-14.916219,2006.282146614152,1490.1606573820043,0.12204777644230769,0.37514922,0.0058514713,[125.],Actor_02,03-01-07-02-01-01-02.wav
-563.0624,37.41203,-10.446282,2323.390685393481,1713.342851443977,0.12349384014423077,0.4625573,0.0061936504,[156.25],Actor_02,03-01-07-02-01-02-02.wav
-537.7438,38.262936,-16.006216,1903.5583429018143,1462.5725318969542,0.1217409164186508,0.34161004,0.007904085,[156.25],Actor_02,03-01-07-02-02-01-02.wav
-548.40186,37.29879,-16.011106,2440.7285003822235,1774.279440039609,0.15600393700787402,0.4582345,0.007469287,[144.23076923],Actor_02,03-01-07-02-02-02-02.wav
-555.8659,29.429388,-13.2080555,2163.6564085544223,1593.168651972724,0.13014234938063063,0.40872672,0.0071717137,[156.25],Actor_02,03-01-08-01-01-01-02.wav
-589.79395,32.185677,-17.421217,2313.2995404868584,1635.8303280984005,0.10850401182432433,0.45129138,0.005621091,[133.92857143],Actor_02,03-01-08-01-01-02-02.wav
-580.2117,33.254486,-14.768924,2258.0325229777727,1631.5175136998232,0.12654694413716813,0.43973196,0.0068194233,[98.68421053],Actor_02,03-01-08-01-02-01-02.wav
-574.93225,32.6832,-17.520176,2294.998136051171,1670.9759072247255,0.1394680813626126,0.4222907,0.007210658,[104.16666667],Actor_02,03-01-08-01-02-02-02.wav
-517.66724,25.290527,-16.616505,2331.8276455277232,1686.0614678768027,0.1492679954594017,0.44435984,0.0091686575,[125.],Actor_02,03-01-08-02-01-01-02.wav
-527.3758,27.021725,-22.17554,2736.9256997179345,1931.0031975157688,0.14506504899364406,0.50967443,0.009096126,[187.5],Actor_02,03-01-08-02-01-02-02.wav
-526.6905,27.007748,-16.665508,2357.145627044295,1738.2357293999469,0.13981537126068377,0.44933048,0.011911359,[156.25],Actor_02,03-01-08-02-02-01-02.wav
-506.39575,27.90721,-23.548574,2367.9349655812157,1659.2154099295783,0.15137129070378152,0.42496437,0.01244525,[125.],Actor_02,03-01-08-02-02-02-02.wav
-605.08386,51.924683,-3.4069045,1799.1902371883798,1567.6336112078075,0.09342447916666667,0.4005088,0.0041434816,[133.92857143],Actor_03,03-01-01-01-01-01-03.wav
-609.75146,64.89897,4.0109553,2047.797252526115,1953.496696417076,0.09884588068181818,0.5158581,0.0038577213,[125.],Actor_03,03-01-01-01-01-02-03.wav
-616.92883,53.703053,-0.9251065,2466.277697770784,1889.3411572301861,0.11808860085227273,0.4741542,0.0042450144,[104.16666667],Actor_03,03-01-01-01-02-01-03.wav
-603.7214,51.18194,2.6074028,2479.955429290395,2008.9904023071833,0.13972907110091742,0.49230286,0.0045278487,[104.16666667],Actor_03,03-01-01-01-02-02-03.wav
-624.86255,60.14528,4.126385,1871.1567812869278,1635.4813433593376,0.09156494140625,0.4445378,0.0028367874,[110.29411765],Actor_03,03-01-02-01-01-01-03.wav
-609.4375,54.905777,-1.210204,1879.8244032613209,1553.523081479647,0.09814035790598291,0.40309638,0.00305323,[104.16666667],Actor_03,03-01-02-01-01-02-03.wav
-616.4802,64.25037,-3.9663436,2430.6146125150844,1876.0203906110187,0.138232421875,0.46587414,0.0029802646,[144.23076923],Actor_03,03-01-02-01-02-01-03.wav
-536.4424,49.212242,-4.3683853,2181.0311306038125,1819.3986012246562,0.10916796875,0.4509528,0.008096503,[133.92857143],Actor_03,03-01-02-01-02-02-03.wav
-531.5089,67.655,-17.847391,1977.3331701938375,1760.00743121794,0.13195127952755906,0.43893704,0.004646044,[89.28571429],Actor_03,03-01-02-02-01-01-03.wav
-508.96375,51.142517,-13.873946,2209.252987711225,1814.6349833114575,0.14628515625,0.4095145,0.008031033,[117.1875],Actor_03,03-01-02-02-01-02-03.wav
-512.0563,54.44859,-6.3091927,2166.962607726549,1846.853856651113,0.124267578125,0.47665843,0.009458274,[125.],Actor_03,03-01-02-02-02-01-03.wav
-517.2663,53.60599,-6.023904,2218.8050643795264,1840.0853653068611,0.13995458209325398,0.4552094,0.008865227,[133.92857143],Actor_03,03-01-02-02-02-02-03.wav
-525.50165,55.125275,-13.39818,2222.877279153121,1841.9018474411507,0.14495746159957626,0.45146534,0.008084419,[117.1875],Actor_03,03-01-03-01-01-01-03.wav
-501.7287,52.335724,-16.373987,2185.100871463142,1890.8289238541674,0.14103550193584072,0.43452364,0.011049064,[187.5],Actor_03,03-01-03-01-01-02-03.wav
-517.0284,40.78483,-7.6579432,2134.6357296566166,1640.4010261247215,0.13907581676136363,0.39148587,0.010156288,[187.5],Actor_03,03-01-03-01-02-01-03.wav
-544.1911,46.097843,-5.129951,1817.5131827684177,1435.3513770929476,0.1242587002840909,0.34326234,0.006853138,[98.68421053],Actor_03,03-01-03-01-02-02-03.wav
-419.28577,40.57328,-13.446832,2316.9277824421533,1927.3083998519783,0.15215928819444444,0.4217478,0.023344185,[125.],Actor_03,03-01-03-02-01-01-03.wav
-382.50165,36.13156,-18.769442,2232.9023935001082,1861.4986431043953,0.15380505548007245,0.38409123,0.035392087,[156.25],Actor_03,03-01-03-02-01-02-03.wav
-335.467,38.585453,-8.566501,2227.4177982146143,1944.0484421769986,0.15022160456730768,0.38425198,0.04372107,[133.92857143],Actor_03,03-01-03-02-02-01-03.wav
-386.04813,41.919228,-15.887382,2195.635587446998,1867.4597627219662,0.15452067057291666,0.40594074,0.024640791,[144.23076923],Actor_03,03-01-03-02-02-02-03.wav
-640.29016,67.64738,-5.3068886,2186.4915263004045,1793.9660876044,0.10240078816371681,0.47570807,0.002452945,[117.1875],Actor_03,03-01-04-01-01-01-03.wav
-646.29065,67.27346,-1.4975516,1933.8036193382363,1760.01557977265,0.06602696010044642,0.51850027,0.0024941547,[125.],Actor_03,03-01-04-01-01-02-03.wav
-583.8368,56.6411,-6.4382067,2015.149602290218,1795.5972912230477,0.10603114536830358,0.4662907,0.0042657913,[98.68421053],Actor_03,03-01-04-01-02-01-03.wav
-592.75244,62.936317,1.2940315,1998.1243935375219,1867.9773818687615,0.11102459881756757,0.48161513,0.003963927,[89.28571429],Actor_03,03-01-04-01-02-02-03.wav
-500.92694,53.819813,-19.016438,2057.674070156368,1781.8478202748188,0.1204689155190678,0.41720226,0.012579179,[117.1875],Actor_03,03-01-04-02-01-01-03.wav
-458.03503,43.303905,-10.348254,2175.3159452724317,1887.0629420417367,0.12274983723958334,0.37714007,0.018098991,[117.1875],Actor_03,03-01-04-02-01-02-03.wav
-411.27762,46.28531,-12.595519,1872.2856259117036,1825.101348097796,0.11275713159403669,0.40953475,0.02056676,[170.45454545],Actor_03,03-01-04-02-02-01-03.wav
-463.00043,51.327686,-8.351457,1607.1072398026079,1489.108706394149,0.08079370959051724,0.3783215,0.0179941,[187.5],Actor_03,03-01-04-02-02-02-03.wav
-596.5701,61.16521,2.106916,2330.1030871906214,1921.0943134298996,0.1492241753472222,0.5283888,0.002421384,[133.92857143],Actor_03,03-01-05-01-01-01-03.wav
-493.57947,49.37607,-10.532194,2294.997265986093,1804.1399714160245,0.18518829345703125,0.47450066,0.009319324,[133.92857143],Actor_03,03-01-05-01-01-02-03.wav
-510.00116,51.74079,-10.871461,2306.3999464189283,1735.1395696015047,0.18985523897058823,0.4449705,0.0071614743,[133.92857143],Actor_03,03-01-05-01-02-01-03.wav
-467.72305,50.039787,-12.45687,2334.5259472870607,1782.2220183989398,0.19724934895833332,0.46569374,0.011454623,[156.25],Actor_03,03-01-05-01-02-02-03.wav
-319.71115,31.996656,-15.617966,2475.504899965904,1925.875980165968,0.16726817255434784,0.43346056,0.056784272,[93.75],Actor_03,03-01-05-02-01-01-03.wav
-313.31168,32.874718,-12.460503,2374.5816309126503,1896.756246070202,0.16585640285326086,0.43094426,0.053127684,[125.],Actor_03,03-01-05-02-01-02-03.wav
-335.0303,39.860775,-13.421342,2349.9446547650873,1897.5548980162177,0.17278915061090225,0.43837613,0.049124982,[110.29411765],Actor_03,03-01-05-02-02-01-03.wav
-306.04282,34.50924,-12.138596,2414.21937160519,1919.7101657896267,0.17880790115248227,0.4374028,0.06745186,[144.23076923],Actor_03,03-01-05-02-02-02-03.wav
-560.6674,57.939842,-3.5063417,2306.241562253679,1902.1875682031164,0.12925263755341881,0.49911413,0.004062502,[117.1875],Actor_03,03-01-06-01-01-01-03.wav
-496.97238,56.582073,-9.740843,2108.756509748725,1816.8407103119525,0.14088948567708334,0.4146898,0.007478271,[144.23076923],Actor_03,03-01-06-01-01-02-03.wav
-514.40393,48.04485,-5.708442,2294.017268472679,1939.2208458199118,0.134228515625,0.47168663,0.008729496,[110.29411765],Actor_03,03-01-06-01-02-01-03.wav
-531.3502,52.563843,-12.380715,2352.875891480544,1795.2518711991543,0.13065149288366337,0.48491833,0.0073474487,[133.92857143],Actor_03,03-01-06-01-02-02-03.wav
-351.4541,59.13271,-12.193968,1959.8524465366606,1860.705156956014,0.10823880709134616,0.48641825,0.026988018,[144.23076923],Actor_03,03-01-06-02-01-01-03.wav
-313.54483,40.16991,-24.166151,2228.4610867495103,1824.7836602487737,0.16139296234631148,0.36276537,0.0466544,[144.23076923],Actor_03,03-01-06-02-01-02-03.wav
-375.56445,44.26109,-9.939368,2141.5192451434423,1959.032311217781,0.12386380709134616,0.42736924,0.028894035,[133.92857143],Actor_03,03-01-06-02-02-01-03.wav
